id,nom_article,code_barres,date_peremption,PAU,PVU,PVG,categorie_id
1042,bifarella sutlu kakaolu findikli krema 2si1 arada,8690562012249,,833.33,1000,,1
1043,choco max 250g,6186000135899,,750,1000,,1
1044,choco max  85ge,6181003014110,,160,250,,1
1045,blue band  gros 900g,6034000482096,,1667,1800,,1
1046,planet ananas 350ml,6034000253863,,137.5,200,,1
1047,blue band petite,6034000482317,,677,1000,,1
1048,aya petite 45cl,6186000195008,,553,600,,1
1049,aya huile  90cl,6186000195053,,1167,1300,,1
1050,huile dinor 90ml,6181100220063,,984,1100,,1
1051,anna mais doux,6252015082104,,625,750,,1
1052,petits pois bella 400g,8009673000241,,375,500,,1
1053,oleor sunflower oil 100% oleo girassol 5litre,6111024002643,,6500,7000,,1
1055,grant's whisky 40%alc 1litre,5010327000039,,4791.66,7000,,1
1056,le chat veritable savon de marseille,3178040645486,,385,2400,,1
1057,label 5 blended scotch whisky,3147690051107,,5416.66,6500,,1
1058,al fina moringa,8901035057729,,333,400,,1
1059,mayonnaise bama 32 fl 0z (946 ml,52500058623,,1875,2000,,1
1060,vinut red grape (330ml,8936121110446,,281.25,400,,1
1061,sussli  die kleinen sussen 1200 stuck,4061458011440,,1250,1500,,1
1063,essence vanille arome3lions,6043000021181,,229.16,300,,1
1064,essence fruits exotques arome 3lions,6043000021136,,229.17,300,,1
1065,pippo fruit drink milk strawberry 125ml,6034000493481,,62.5,100,,1
1066,pippo ananas 125ml,6034000493429,,58.33,100,,1
1067,"lafi petite o,5l",9504000105006,,195,250,,1
1068,fonio maman service 1ky,,,1000,1250,,1
1070,boulle precuit sorgho 1ky,,,500,700,,1
1071,arome maggi 250ml,6181002011646,,740,850,,1
1073,yilma 150 24cl,3760256100028,,91,150,,1
1074,300lait bonnt vert  frais 300,,,250,300,,1
1075,president milk semi-skimmed 50cl lactel,3850354013976,,541,700,,1
1076,600adams yaourt gros pots 600F,,,450,600,,1
1077,300adams yaourt  pots de 300F,,,250,300,,1
1079,200ADAMS YAOURT PTTS POTS 200f,,,150,200,,1
1081,600cafe rio gros poit vanille 600F,,,500,600,,1
1082,niavea lait creme/body milk douceur zijdezacht 48h 250mle,4005900418197,,1333.33,1750,,1
1083,kopiko cappuccino candy 800g,8850580000202,,2200,2400,,1
1084,hip hop bonbon,,,800,1000,,1
1085,soda cracker 100g,6943826700942,,354.16,500,,1
1086,600faso degue 600F,,,500,600,,1
1087,500diaba yaourt gros 500F,,,400,500,,1
1088,300diaba saches gros 300F,,,250,300,,1
1089,500anardes gros 500F,,,400,500,,1
1090,100anardes petites de 100F,,,75,100,,1
1091,tomate gilda 400g,8008414000076,,437,500,,1
1092,tomate gilda poids net 2200g,8008414000083,,2083,2500,,1
1093,tomate gilda 210g,8008414001059,,218,250,,1
1094,tomate gilda poids net gr 70,80316237,,79,100,,1
1095,bonnet rouge 900g,8716200718585,,4625,5200,,1
1096,pasta layla spaghetti,8690828640360,,275,400,,1
1097,omo saches 12g,6181001998870,,17.71,25,,1
1098,kadi vinaigre net 1litre,6046000003140,,500,600,,1
1099,kadi vinaigre net 250ml,6044000170022,,208.3,300,,1
1100,250biscuits rachi milk stick 250F,,,230,250,,1
1101,300lait latima lait frais 300F,,,250,300,,1
1102,docteur dent sensitive net120g original mint,6920790011328,,291.6,500,,1
1103,docteur dent anticariy whitening double mint 120g,6920790011335,,291.6,500,,1
1104,docteur dent cavity prection whitening toothpaste net,,1,120g,291.6,,500
1105,criquets delicieux du niger,,,400,500,,1
1106,lafi leau minerale gazeifiee 05litre,9504000105082,,216,300,,1
1107,600maiga grosdegue 600F,,,500,600,,1
1108,300maiga pot de degue 300F,,,250,300,,1
1110,al fakher mint flavour,6291100730032,,850,1000,,1
1111,tampico petite 300ml,6181100010329,,229.16,300,,1
1112,etoiles mangue boisson  240ml,6034000211054,,66.07,100,,1
1113,1250sirop super au gingembre pour vos degustatins cocktails  100ci 1250F,,,875,1250,,1
1114,babali 1.5ltre,3770010900023,,300,400,,1
1115,yilma eau minerale naturelle  1.litre,3760256100004,,374,500,,1
1116,vimma1.litre,6034000510447,,250,400,,1
1117,yilma 50cl,3760256100011,,187,250,,1
1118,100F hollywood,,,70,100,,1
1119,25F nice fresh,,,20,25,,1
1120,100F 777 gros,,,75,100,,1
1121,100barro asetou aracides 79.86.61.13 100F,,,75,100,,1
1122,poid de terre 100F,,,83,100,,1
1123,100coco seches 100F,,,83,100,,1
1124,serpier,set,,266,400,,1
1125,100F mangue seche,,,75,100,,1
1126,pabre gros 750ml vanille,6930953011690,,750,900,,1
1127,300pabre bidon ferme laitiere de vanille 12.5cl 300,300F,,250,300,,1
1128,chaya moutarde de djon 1ky,4796000937441,,1250,1500,,1
1129,150F vinaigre makora,150,,104,150,,1
1130,100 kiocgon 100F,100F,,83,100,,1
1132,200Fgateaux barro 200F,200F,,150,200,,1
1133,250gateaux ou four 250F,ou four,,200,250,,1
1134,black horse 50ml  80%,6291110100771,,1500,2250,,1
1135,ameer 50ml 80%,6291110101464,,1500,2250,,1
1136,al-rehae 90,6291110098702,,1500,2250,,1
1137,mira 50 80%,6291110098719,,1500,2250,,1
1138,sofla e 50ml 80%,6291110099464,,1500,2250,,1
1139,neso perfumed body spray e75ml,6156000044477,,1166,1750,,1
1140,elope e75ml,6156000044507,,1166,1750,,1
1141,200 200 arcides barro asetou barro 79.86.61.13,200,,150,200,,1
1142,100pain de singe 100,100 baoba,,84,100,,1
1143,cacahuete akilli sucre,ca 100,,75,100,,1
1145,100gingembre seche100F,100,,84,100,,1
1146,250yaya gateaux raisin 250F,250,,200,250,,1
1147,100yaya gateaux madeleini 100F,100F yaya,,83,100,,1
1148,100madame gateaux bull 100F,100 madame,,83,100,,1
1149,600bonus yaourt,600 bonus,,450,600,,1
1150,25FASO EAU MINERALE NATURELLE 25f,76.60.73.86  250F,,8,25,,1
1151,500 paquets faso eau,78.54.00.96 faso,,335,500,,1
1152,700babali  saches 700F,paquets,,590,700,,1
1153,2700 brakina fanta coca sperite moka cocktail,paquets 33cl,,2430,2700,,1
1154,100aracides soulama 100F,aracides atanche,,83,100,,1
1156,costa de chufa hochata de souchet 500ml,8410509020225,,958,1200,,1
1157,100idani degue de couscous saches 100F,68356878,,80,100,,1
1158,200idani degue couscous 200F,idani,,159.99,200,,1
1159,150idani saches,,,125,150,,1
1160,200cafe rio saches de 200F,,,150,200,,1
1161,150diaba petits saches 150F,saches,,125,150,,1
1162,gateaux au four 600F,kim,,500,600,,1
1163,300 les bons gateaux delices,,,250,300,,1
1164,600gateaux les bons gros,,,500,600,,1
1165,"canemettes legend  5,2%african",3503369916359,,291,400,,1
1166,100eouf 100F,30,,77,100,,1
1169,100barajii 100F,25 pcs,,76,100,,1
1171,0 100Fbiscuits,cream,,83,100,,1
1172,bistella,8690705062346,,229,300,,1
1173,erato,6156000044408,,1083,1500,,1
1174,gold vodka 18%,8935270808358,,375,600,,1
1175,4250chapion 4250,champion,,3400,4250,,1
1176,1250F sirop calypso,augingembre,,875,1250,,1
1177,50 mosquito,50,,25,50,,1
1183,don grarcia petite 500ml,8410261031507,,458,600,,1
1184,lux,6181001997767,,427,500,,1
1186,deltasal sel 750g,8428818241163,,833,1000,,1
1187,WELL'S PETROLEUM E1000ML,6182000127100,,2000,2250,,1
1188,ONE FOR ALL VASELINE 1KG,6182000129074,,2000,2250,,1
1189,TOTAL RELAX PETITE 100ML,6181100249132,,400,500,,1
1190,MEDI SOFT,8992929754015,,400,500,,1
1191,DAYBYDAY MEN,6181100533835,,600,750,,1
1192,PHARMALISS SAVON DE  GOMMAGE,6186000188048,,400,500,,1
1193,STOP MOUSTIC LOTION SPRAY,6181100380439,,666,900,,1
1194,JEUNE SAVON TRAITANT AGELESS 350GRS,6186000189052,,600,750,,1
1195,CAROTONE,6182000100462,,600,750,,1
1196,DAY DAY MEN,6181100533910,,600,750,,1
1197,saba power 500g,9555246316039,,645,750,,1
1198,saba saches de 50F,9555246323617,,41,50,,1
1199,savon lux,6181001999419,,427,500,,1
1200,50nescafe      saches,,,34,50,,1
1201,bama monyenn,52500058616,,1166,1400,,1
1202,nan comfort 400g,7501058633941,,3525,3600,,1
1203,bifa sine 1962 biskuvi 780g,8690562003162,,1666,2000,,1
1204,4 max power 25cl,5906395587926,,354,500,,1
1205,jack daniel's 1litre,5099873045367,,11666,14000,,1
1206,brok feel it 330ml,5900535010596,,281,400,,1
1207,vodka fox 180ml,8901053001315,,430,700,,1
1208,1250fox vodka375ml 37.5% 65.7proof 1250,1250,,895,1250,,1
1209,frutelli tropical mix 1litre,6253500771602,,750,1000,,1
1210,force 10 vodka,3760134430803,,375,500,,1
1211,"youki 1,51litre",3630029411159,,750,900,,1
1212,duralex,,,2541,2800,,1
1213,200x-plu' energy drink planet 200F,6034116253412,,143,200,,1
1214,brakina bouteille cocacola 300ml,87126037,,200,250,,1
1215,3900 brakina 0'5cl paquert,3900,,3800,3900,,1
1216,2500paquetr pitite lafi,,,2370,2500,,1
1217,sensodyne sooin complet 24h gsk 75ml,5054563026477,,1875,2500,,1
1218,colgate maxfresh  130g,8901314115010,,750,1000,,1
1219,deodorant nivea men stress protect 48h 200ml,4005808718177,,1416,1750,,1
1220,softcare 9-16kg,6033000410108,,925,1250,,1
1221,chaya moutarde pteti 370g,4796000936680,,458,600,,1
1222,huille savor coton,9506000130903,,5563,6000,,1
1223,"muscador rose 75cl 11,5%",3438931000597,,2083,2800,,1
1224,gody gin energy mix 18%,4102610509532,,354,500,,1
1225,johnnie walker 200ml,5000267015200,,2083,3000,,1
1226,raha 25 pcs,,,800,1250,,1
1227,pure delight,6034000493207,,79,100,,1
1228,pure,6034000361254,,1200,917,,1
1229,pure,,,79,1200,,1
1230,25 hh,25,,18,25,,1
1231,rin lollipop 120 pcs,4008481948749,,2187,2750,,1
1232,25raund chocolate,,,13,25,,1
1233,chocolate raund 1000g,8690562114431,,2125,2800,,1
1234,petite nardi caffe 250g,750,,625,750,,1
1235,arme 3 lions fraise,6043000021143,,229,300,,1
1236,essence ananas,6043000021204,,229,300,,1
1237,marlboro,7622100968139,,660,750,,1
1238,craven a ctick,6156000056555,,565,650,,1
1239,hamilton,30045521,,675,750,,1
1240,"youki 1,51l",3700029411159,,733,900,,1
1241,excellence,30033757,,600,650,,1
1242,craven a rouge,6151004000580,,635,750,,1
1244,250sucre enpourde 250,,,200,250,,1
1245,125sucre enpourde 125,125,,102,125,,1
1246,50blues,5,,38,50,,1
1247,zhuoye 50 pcs,6920070521509,,38,50,,1
1248,scdrpion 20,6182000108758,,180,250,,1
1249,magno classic original gel de ducha 550ml,8410436208611,,2250,2500,,1
1250,bonnet rouge 160g,8716200676144,,364,400,,1
1251,100cafe roi saches 100,,,75,100,,1
1252,5750SPAGHETTI  5750f,,,5500,5750,,1
1253,creeam bite biscuits,8906071262687,,354,500,,1
1254,orange cream bite,8906071262694,,354,500,,1
1255,big cream bite,8906071262731,,354,500,,1
1256,chocolate cream,8906071262717,,354,500,,1
1257,anana cream bite,8906071262700,,354,500,,1
1258,600beigne raisin 600,,,850,1000,,1
1259,boum boum tropicolada  1l,5414145039651,,2041,2500,,1
1260,gold   bond the au anans,8901035055855,,333,400,,1
1262,al fina tamarin,8901035056135,,333,400,,1
1263,400bio pure nature ananas 400,,,283,400,,1
1264,pcs brabo 2000F,,,1700,2000,,1
1265,phosphatine nutrijoy multicereales 200g,3041091296207,,937,1200,,1
1266,phosphatine lactee saveur biscuiee,3041091296238,,937,1200,,1
1267,phosphatine  lactee ble milk an wheat,3041091296221,,937,1200,,1
1268,phoshatine lactee milk an fruits,3041091296191,,937,1200,,1
1269,bledine extra banane et fraise,3041091570994,,1479,1700,,1
1270,bledine miel lait,3041091270641,,1479,1700,,1
1271,bledine confort banane lait sans gluten,3041091540300,,1479,1700,,1
1272,bledine fruits lait,3041091270665,,1479,1700,,1
1273,bledine saveur biscuitee lait,3041091270719,,1479,1700,,1
1274,bledine  lactee crissance,3041091270672,,1479,1700,,1
1275,maizana pure fleur de mais,6186000070275,,812,1250,,1
1276,flocons d'avoine maman  500g,6186000055173,,550,750,,1
1277,hamilton rouge,30052963,,675,750,,1
1278,200diaba saches moyens 200F,,,150,200,,1
1279,500criquets duniger by nasdi 100%,66941878,,400,500,,1
1280,confo inhaler,6935068211010,,208,300,,1
1281,etoiles mangue boisson  1500ml,6034000211078,,583,800,,1
1282,gillette 2,3014260287047,,177,250,,1
1283,"sangria penasol 1,51litre",8410702005005,,2083,2500,,1
1284,flash vodka mix,4260587130859,,479,700,,1
1285,bamboo,6933961560488,,166,400,,1
1286,tooth cks,6933961560464,,125,300,,1
1287,davidoff,40306445,,700,800,,1
1288,kdm mango juicy,8906048733905,,1041,1500,,1
1289,kdm orange tang,8906048733899,,1041,1500,,1
1290,2 25F ddm,,,12,25,,1
1291,7750safnadima,,,7250,7750,,1
1292,jadida margarine pasteurisee 1kg,6046000002914,,1541,2000,,1
1293,8250 ctec no2,,,7850,8250,,1
1294,jp chenet iceedition,3500610085338,,2791,3500,,1
1295,president lait demi-ecreme 1l,3850354013952,,833,1250,,1
1296,magic spakling 75 cle,5414145065926,,1485,1750,,1
1297,kracks barbecue  160g,8887290523028,,1178,1400,,1
1298,kracks original taste 160g,8887290521024,,1178,1400,,1
1299,nandiai herbal500,500,,400,500,,1
1300,puma cola 350ml,6033000341723,,129,200,,1
1301,etoiles mangue boisson,6034000211047,,160,250,,1
1302,coconut pioeapple frutelli 1litre,6253500771480,,750,1000,,1
1303,frooto pran mango juice,846656010945,,187,250,,1
1304,nono lait de vache 330ml,6186000322015,,223,300,,1
1305,1750 paquert puma cola 1750,,,1550,1750,,1
1306,vinut mixed fruit,8936121110743,,270,400,,1
1307,vinut nuoc oi ep guava juice,8936121110385,,313,400,,1
1308,vinut nuoc cam ep orange juice,8936121110378,,313,400,,1
1309,vinut nuoc ep thom pineapple juice,8936121110767,,313,400,,1
1310,uno savon 200,,,159,200,,1
1311,3pcs condoms preservervatif,,,104,250,,1
1313,black axe,6937372278543,,1250,1750,,1
1314,600 krisoin,,,500,600,,1
1316,6 pcs 4000,,,2000,4000,,1
1317,2500lait enpourde 2500F,,,2080,2500,,1
1318,1250lait enpourde 1250F,,,1040,1250,,1
1319,700 enpourde,,,520,700,,1
1320,350lait enpoude 350F,,,173,350,,1
1321,500sucre enpourde 1kg,,,410,500,,1
1322,300gapal nature du faso fais a base de petit mil et  du yaourt 300F,,,250,300,,1
1323,300sardines loki,halal,,260,300,,1
1324,pure love 200ml,698724139207,,1000,1800,,1
1325,milo energy cube 13.7.5g,6033000080486,,536,700,,1
1326,rexona motionsense 10x 200ml,8714100019757,,1250,1800,,1
1327,men rexana 200ml,8710847905704,,1250,1800,,1
1328,men rxona 48h 200ml,8714100019818,,1250,1800,,1
1329,active man,6291100171255,,1250,1800,,1
1330,explore 200ml,698724139153,,1250,1800,,1
1331,dolby,6291100171262,,1250,1800,,1
1332,only you,6970392255989,,1250,2000,,1
1333,whte glories for men,6970392252018,,1300,2000,,1
1334,love,6970392255996,,1300,2000,,1
1335,home hooney,6970392252438,,1300,2000,,1
1336,riverstorm,6970392251998,,1300,2000,,1
1337,nuit blanche for men,6970392255477,,1300,2000,,1
1338,malizia bagno schiuma bath foam crema di latte milk crem 1000ml,8003510004249,,2000,3000,,1
1339,malizia bagno schiuma argan evaniglia argn and vanilla 1000ml,8003510025107,,2000,3000,,1
1340,vidal 600ml,8008970049182,,2000,3000,,1
1341,essence body mist 120ml,5285002323196,,800,1250,,1
1342,intense  bady mist,5285002323318,,800,1250,,1
1343,c n 2,715600063545,,500,750,,1
1344,750 parfum750,,,500,750,,1
1345,spalding deodorant,4902806003109,,300,500,,1
1346,aya beaurre,6186000195459,,312,400,,1
1347,nivea men,4005900087973,,800,1250,,1
1348,voxka strong,2310198100122,,354,500,,1
1349,don luciano jumilla 15% 75cl,8410261203058,,1750,2250,,1
1350,pran frooto juice,831730009489,,416,500,,1
1351,2000attote 100% naturel original 2000F,,,1600,2000,,1
1352,aya recette poulet,6186000195299,,458,600,,1
1353,bevanda ananas 35cl,6948235262326,,125,200,,1
1354,toujour multifruit,6034000252200,,166,200,,1
1355,etoiles m. banane 200ml,6034000211030,,61,100,,1
1356,juice mangue,6034000117981,,67,100,,1
1357,tiktok lait -mangue,6034000256000,,67,100,,1
1358,car fresh,6957465182083,,1000,1500,,1
1359,car  lemon atl,6946968500906,,1300,2000,,1
1360,2500 bidon termonce 2500,termoce,,1890,2500,,1
1361,2250 cool dude 4ever2250,,,1680,2250,,1
1362,2250 bidon termoce  2250,6924359458982,,168,2250,,1
1363,2000 bidon 2000,6926490482475,,1050,2000,,1
1364,2000 bidon2000,6957907800438,,1050,2000,,1
1365,2250bidon vitre    2250,,,1890,2250,,1
1366,bubble up lemon lime 350ml,6034000252019,,138,200,,1
1367,gros pabre non sucre,6930953011706,,750,900,,1
1368,100degue 100,,,80,100,,1
1369,200degue 200F,,,160,200,,1
1370,petite sony aaa x2,8562000292,,375,700,,1
1371,irish spring original deodorant soap savon,35000972415,,500,750,,1
1372,olay savon 3.75oz,91127821,,350,500,,1
1373,top choco 3in1,6033000230898,,1459,1750,,1
1374,ani waferskakao kremali 100g,8691720041224,,646,800,,1
1376,wafers cilek aromali kremali gofret 100g,8691720041231,,646,800,,1
1377,vagabond parfum,6181100235814,,1500,1750,,1
1378,scenario,6182000103401,,1250,1500,,1
1379,marquise blue,6181100325331,,1500,1750,,1
1380,ivana lait,6182000108291,,500,700,,1
1381,cocoa butter creme petite,6186000077267,,475,600,,1
1382,techno bold,6934689285110,,1250,1500,,1
1383,santiago,6937926304766,,1750,2000,,1
1384,doublle whisky,6937926301420,,1750,2000,,1
1385,lexus formen,6937926304537,,1750,2000,,1
1386,vaseline petroleum 777,6043000020627,,334,400,,1
1387,perfct men gel douche body wash 3en1 e-400ml,6043000037328,,1000,1250,,1
1388,perfecct men power lait de corps,6043000040106,,1250,1250,,1
1389,perfectmenlait de corps body lotion,6043000037120,,1000,1250,,1
1390,1500 class 55 monsieur 1500,,,1250,1500,,1
1391,vandam enrgy 330ml,6260284997937,,313,500,,1
1392,100 bonus 100,,,75,100,,1
1393,200bonus yaourt200,,,150,200,,1
1394,150bonus yaourt150,,,125,150,,1
1395,300bonus yaourt 300 saches300,,,250,300,,1
1396,300 lait frais 300bonus,,,250,300,,1
1397,today donut  cocoacoated cake filled with caramel crem,8693029702851,,1167,1400,,1
1398,gevulde koeken biscuits fourres 500g,5400141760460,,1500,1750,,1
1399,kalyppo  orange 250ml,9501053210466,,130,200,,1
1400,pippo fruit drink multifruit 250ml,6034000493511,,113,200,,1
1401,smiley lingettes bebe.baby wipes  100g,6186000205394,,837,1000,,1
1402,chateaux de france gros 13% 1000ml,6186000087976,,917,1200,,1
1403,madar  deodorant   lavender 300ml,750958279569,,738,1000,,1
1404,400fruit yaourt vital 250g 400,,,350,400,,1
1405,700 fruit yaourt vital 500g 700,,,600,700,,1
1406,6500 canton ptite dafani,,,6400,6500,,1
1407,5500 canton gros dafani,,,5400,5500,,1
1408,300cafe rio poit monyen 300F,,,250,300,,1
1409,11500 canton vody18% pcs 24,,,10750,11500,,1
1411,nurevas ketchup net 500ml,7640150550517,,800,1000,,1
1412,costa mackerel in tomato sauce net weight 155g,6111070000204,,294,400,,1
1413,afri king maquereaux a la sauce tomate 425g,8886409500370,,594,1000,,1
1414,yvonne brand  sauce,6934011911199,,6105,1000,,1
1415,4000sugar doribrown  2500g molasses 4000,,,1959,4000,,1
1416,reynox suga 1kg,6036000072802,,1646,2500,,1
1417,reynox petite 500g1000,,,584,1000,,1
1418,nestle chocolim 500g,6033000080509,,1258,1500,,1
1419,nestle gorn flakes  375g,8690632074283,,1485,1750,,1
1420,indomi chicken 180g,6034000390216,,396,500,,1
1421,indomi 120g,6034000390124,,275,350,,1
1422,indom  70g,6034000390070,,163,200,,1
1423,lucozade energy 1l,5054267000605,,1222,1700,,1
1424,lucozade energy 380ml,6164003477475,,6105,750,,1
1425,lucozade canemettes 330ml,5054267001374,,479,700,,1
1426,vitamilk soymilk boisson au soja leite de soja 300ml,8851028000631,,419,600,,1
1427,active lemon 500m,6034000510591,,169,400,,1
1428,run energy 500ml,6034000361124,,292,500,,1
1429,chewing mentos saches 50 units pcs,8935001722229,,689,1000,,1
1430,25Fchewing gum mentos 25,,,15,25,,1
1431,yazz minty sanitary pad,6971044950009,,611,700,,1
1432,propa lady sanitary pads,6921270345254,,611,700,,1
1433,blessinq sanitary pad,6940907033562,,313,400,,1
1434,150 jamaa soap150,,,123,150,,1
1435,300 jamaa soap 300,,,225,300,,1
1436,pepsodent,8934839125370,,525,750,,1
1437,pepsodent triple,8934839125349,,700,1000,,1
1438,pepsodent petite,8934839125387,,255,400,,1
1439,imperial leather classic 200g,5000101964831,,517,600,,1
1440,lavita mousse net,,1,3.5kg,2117,,3000
1441,doffi lasting fresh for 8 hhours net,,1,1kg,680,,1000
1442,doffi washing powder  net,,1,3.5kg,2117,,3000
1443,doffipassion lemon net,,1,3.5kg,2117,,3000
1444,kleesoft net,,1,1kg,888,,1200
1445,medi soft savon90g,8992929130215,,200,250,,1
1446,doffi mystfrious orchid net,,1,1kg,653,,1000
1447,kleesoft longlasting freshness net,,1,180g,177,,300
1448,blessing baby diaper (4kgs-9kgs) m24pcs,6031861171237,,1200,1500,,1
1449,saftcare sanitary pad 360 sidewall,6033000410931,,369,500,,1
1450,softcare sanitary pad premium 6 heavy 6,6033000410412,,369,500,,1
1451,gold more care more love softcare  cousches 9-16kg 24 pcs,6033000410078,,2092,2500,,1
1452,gold more care  more love softcare 6-11kg m 24 pcs,6033000410085,,2092,2500,,1
1453,gold softcare more care couches m42 6-11kg,6033000410054,,3138,4000,,1
1454,gold softcare more care more love l 40 9-16kg,6033000410047,,3225,4000,,1
1455,soklin net,,1,150g,189,,300
1456,soklin net,,1,65g,97,,125
1457,soklin net,,1,30g,48,,50
1458,geisha strong long lasting 225g,6033000295156,,417,500,,1
1459,geisha 225g,6033000295132,,375,500,,1
1460,geisha germiguard 2in1,6033000299697,,375,500,,1
1461,geisha225g,6033000295118,,375,500,,1
1462,80pcs sftcare baby wipes 0% alcohol content,6033000410498,,696,1000,,1
1463,care solution softcara wet wipes 0%alcohol content 40 pcs,6033000410689,,366,500,,1
1464,1000 kysoup 1000,,,694,1000,,1
1465,exbag solie cadena,6930170695543,,946,1250,,1
1466,solie cadena 60l mm,6930170695581,,1050,1750,,1
1467,solie cadena 30 mm,6930170695536,,420,800,,1
1468,solie cadena  50 mm,6930170695550,,946,1750,,1
1469,5000baoling 95mm,,,3150,5000,,1
1470,10000euro e-3000 padlock,,,6825,6000,,1
1471,amora 22mle,8712423054110,,500,600,,1
1472,tiktok mangue boisson aromatisee 250ml,6034000250008,,65,100,,1
1473,bonnet rouge lait concentre non sucre 410g,8716200453639,,761,900,,1
1474,extra strong,6036000066368,,500,750,,1
1475,extra strong,6036000066313,,500,750,,1
1476,extra strong,6036000066320,,500,750,,1
1477,fanico savon de marseille moyen 255g,6181001996753,,188,250,,1
1478,belivoir aux extraits naturels beurre de karite miel hydrate la peau seche 175g,6181001999563,,313,375,,1
1479,belivoir aux extraits naturels citron miel rafraichit et tonifie la peau 175g,6181001999587,,313,375,,1
1480,exo mix vodka orange mix 18% 25cl,5452408387767,,375,500,,1
1481,helios eau de javel 1l 12.chl nettoie,6182000115343,,650,800,,1
1482,helios eau de javel senteur citron 8.chl nettoie 1l,6181100292077,,584,750,,1
1483,helios acide muriatque muriatic acid 1ltre,6182000114391,,813,1000,,1
1484,esca szan air freshener  leaves no stain 500ml,616453549852,,1125,1400,,1
1485,les bons conseils d'helios hel helios poudre a recurer parfumee lavande 1kg,6181100291186,,1292,1750,,1
1486,"pharmaderm  bactericide-fongicide-vrucide gel-hydro alcoolique 99,9%",gandour,,1625,2000,,1
